"","Domain","Phylum","Class","Order","Family","Genus","Species","Watermass"
"11_bin.10","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Genus_Planktomarina","SAW"
"38_bin.32","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Genus_Planktomarina","Front"
"39_bin.2","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Genus_Planktomarina","SAW"
"40_bin.3","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Genus_Planktomarina","SAW"
"42_bin.10","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Genus_Planktomarina","SAW"
"50_bin.11","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Genus_Planktomarina","SAW"
"6_bin.15","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Genus_Planktomarina","SAW"
"77_bin.16","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Genus_Planktomarina","SAW"
"8_bin.30","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Genus_Planktomarina","SAW"
"21_bin.26","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Planktomarina sp002683685","STW"
"24_bin.54","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Planktomarina sp002683685","STW"
"52_bin.49","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Planktomarina sp002683685","STW"
"12_bin.18","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Planktomarina temperata","Neritic"
"36_bin.18","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","Planktomarina temperata","Neritic"
"41_bin.64","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","Porticoccus","Genus_Porticoccus","SAW"
"42_bin.16","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","Porticoccus","Genus_Porticoccus","SAW"
"36_bin.26","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Pseudoalteromonas","Pseudoalteromonas undina","Neritic"
"39_bin.3","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Pseudoalteromonas","Pseudoalteromonas tetraodonis","SAW"
"25_bin.21","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillaceae","Puniceispirillum","Genus_Puniceispirillum","STW"
"26_bin.12","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillaceae","Puniceispirillum","Genus_Puniceispirillum","Front"
"27_bin.25","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillaceae","Puniceispirillum","Genus_Puniceispirillum","SAW"
"28_bin.19","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillaceae","Puniceispirillum","Genus_Puniceispirillum","SAW"
"29_bin.30","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillaceae","Puniceispirillum","Genus_Puniceispirillum","SAW"
"30_bin.10","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillaceae","Puniceispirillum","Genus_Puniceispirillum","SAW"
"33_bin.2","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillaceae","Puniceispirillum","Genus_Puniceispirillum","SAW"
"42_bin.39","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillaceae","Puniceispirillum","Genus_Puniceispirillum","SAW"
"6_bin.23","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillaceae","Puniceispirillum","Genus_Puniceispirillum","SAW"
"60_bin.43","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillaceae","Puniceispirillum","Genus_Puniceispirillum","SAW"
"68_bin.16","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillaceae","Puniceispirillum","Genus_Puniceispirillum","SAW"
"12_bin.11","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillaceae","Puniceispirillum","Genus_Puniceispirillum","Neritic"
"13_bin.18","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","REDSEA-S09-B13","REDSEA-S09-B13 sp002456995","STW"
"14_bin.11","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","REDSEA-S09-B13","REDSEA-S09-B13 sp002456995","STW"
"20_bin.23","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","REDSEA-S09-B13","REDSEA-S09-B13 sp002456995","Deep"
"23_bin.24","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","REDSEA-S09-B13","REDSEA-S09-B13 sp002456995","Deep"
"3_bin.1","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","REDSEA-S09-B13","REDSEA-S09-B13 sp002456995","Deep"
"34_bin.39","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","REDSEA-S09-B13","REDSEA-S09-B13 sp002456995","Deep"
"43_bin.33","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","REDSEA-S09-B13","REDSEA-S09-B13 sp002456995","Deep"
"47_bin.37","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","REDSEA-S09-B13","REDSEA-S09-B13 sp002456995","Deep"
"51_bin.7","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","REDSEA-S09-B13","REDSEA-S09-B13 sp002456995","Deep"
"61_bin.33","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","REDSEA-S09-B13","REDSEA-S09-B13 sp002456995","Deep"
"64_bin.33","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","REDSEA-S09-B13","REDSEA-S09-B13 sp002456995","Deep"
"69_bin.16","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","REDSEA-S09-B13","REDSEA-S09-B13 sp002456995","Deep"
"72_bin.2","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","REDSEA-S09-B13","REDSEA-S09-B13 sp002456995","Deep"
"80_bin.44","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","REDSEA-S09-B13","REDSEA-S09-B13 sp002456995","Deep"
"83_bin.25","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","REDSEA-S09-B13","REDSEA-S09-B13 sp002456995","Deep"
"9_bin.18","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","REDSEA-S09-B13","REDSEA-S09-B13 sp002456995","Deep"
"12_bin.45","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","SCGC-AAA076-P13","Genus_SCGC-AAA076-P13","Neritic"
"21_bin.18","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","SCGC-AAA076-P13","Genus_SCGC-AAA076-P13","STW"
"37_bin.66","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","SCGC-AAA076-P13","Genus_SCGC-AAA076-P13","STW"
"25_bin.8","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","SCGC-AAA076-P13","Genus_SCGC-AAA076-P13","STW"
"26_bin.32","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","SCGC-AAA076-P13","Genus_SCGC-AAA076-P13","Front"
"27_bin.10","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","SCGC-AAA076-P13","Genus_SCGC-AAA076-P13","SAW"
"28_bin.13","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","SCGC-AAA076-P13","Genus_SCGC-AAA076-P13","SAW"
"29_bin.24","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","SCGC-AAA076-P13","Genus_SCGC-AAA076-P13","SAW"
"32_bin.11","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","SCGC-AAA076-P13","Genus_SCGC-AAA076-P13","STW"
"33_bin.19","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","SCGC-AAA076-P13","Genus_SCGC-AAA076-P13","SAW"
"42_bin.51","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","SCGC-AAA076-P13","Genus_SCGC-AAA076-P13","SAW"
"6_bin.20","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","SCGC-AAA076-P13","Genus_SCGC-AAA076-P13","SAW"
"21_bin.7","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tateyamaria","Genus_Tateyamaria","STW"
"12_bin.23","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Thioglobus","Thioglobus sp002169705","Neritic"
"76_bin.36","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Thioglobus","Thioglobus sp002169705","STW"
"15_bin.13","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Thioglobus","Genus_Thioglobus","Front"
"16_bin.12","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Thioglobus","Genus_Thioglobus","SAW"
"2_bin.18","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Thioglobus","Genus_Thioglobus","SAW"
"23_bin.61","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Thioglobus","Genus_Thioglobus","Deep"
"28_bin.14","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Thioglobus","Genus_Thioglobus","SAW"
"29_bin.25","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Thioglobus","Genus_Thioglobus","SAW"
"3_bin.12","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Thioglobus","Genus_Thioglobus","Deep"
"30_bin.1","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Thioglobus","Genus_Thioglobus","SAW"
"34_bin.4","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Thioglobus","Genus_Thioglobus","Deep"
"38_bin.9","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Thioglobus","Genus_Thioglobus","Front"
"41_bin.17","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Thioglobus","Genus_Thioglobus","SAW"
"43_bin.8","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Thioglobus","Genus_Thioglobus","Deep"
"5_bin.15","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Thioglobus","Genus_Thioglobus","SAW"
"6_bin.3","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Thioglobus","Genus_Thioglobus","SAW"
"79_bin.28","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Thioglobus","Genus_Thioglobus","SAW"
"64_bin.12","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","Thioglobus","Thioglobus sp002698045","Deep"
"25_bin.10","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","TMED48","Genus_TMED48","STW"
"26_bin.3","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","TMED48","Genus_TMED48","Front"
"40_bin.49","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","TMED48","Genus_TMED48","SAW"
"42_bin.59","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","TMED48","Genus_TMED48","SAW"
"50_bin.5","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","TMED48","Genus_TMED48","SAW"
"60_bin.36","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","TMED48","Genus_TMED48","SAW"
"71_bin.14","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","TMED48","Genus_TMED48","SAW"
"1_bin.18","Bacteria","Proteobacteria","Gammaproteobacteria","UBA11654","UBA11654","UBA11654","UBA11654 sp002691305","STW"
"44_bin.35","Bacteria","Proteobacteria","Gammaproteobacteria","UBA11654","UBA11654","UBA11654","UBA11654 sp002691305","STW"
"65_bin.42","Bacteria","Proteobacteria","Gammaproteobacteria","UBA11654","UBA11654","UBA11654","UBA11654 sp002691305","STW"
"76_bin.43","Bacteria","Proteobacteria","Gammaproteobacteria","UBA11654","UBA11654","UBA11654","UBA11654 sp002691305","STW"
"78_bin.22","Bacteria","Proteobacteria","Gammaproteobacteria","UBA11654","UBA11654","UBA11654","UBA11654 sp002691305","STW"
"20_bin.42","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA11791","Genus_UBA11791","Deep"
"23_bin.5","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA11791","Genus_UBA11791","Deep"
"34_bin.36","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA11791","Genus_UBA11791","Deep"
"43_bin.42","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA11791","Genus_UBA11791","Deep"
"47_bin.30","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA11791","Genus_UBA11791","Deep"
"51_bin.64","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA11791","Genus_UBA11791","Deep"
"61_bin.53","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA11791","Genus_UBA11791","Deep"
"80_bin.7","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA11791","Genus_UBA11791","Deep"
"83_bin.15","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA11791","Genus_UBA11791","Deep"
"21_bin.8","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","UBA12010","Genus_UBA12010","STW"
"24_bin.47","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","UBA12010","Genus_UBA12010","STW"
"35_bin.38","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","UBA12010","Genus_UBA12010","Neritic"
"36_bin.15","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","UBA12010","Genus_UBA12010","Neritic"
"37_bin.30","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","UBA12010","Genus_UBA12010","STW"
"40_bin.18","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4421","UBA4421 sp002726925","SAW"
"41_bin.35","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4421","UBA4421 sp002726925","SAW"
"74_bin.29","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4421","UBA4421 sp002726925","SAW"
"8_bin.33","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4421","UBA4421 sp002726925","SAW"
"33_bin.32","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4421","UBA4421 sp002390555","SAW"
"36_bin.69","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4421","UBA4421 sp002390555","Neritic"
"37_bin.31","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4421","UBA4421 sp002390555","STW"
"40_bin.33","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4421","UBA4421 sp002390555","SAW"
"41_bin.3","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4421","UBA4421 sp002390555","SAW"
"42_bin.27","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4421","UBA4421 sp002390555","SAW"
"50_bin.9","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4421","UBA4421 sp002390555","SAW"
"6_bin.25","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4421","UBA4421 sp002390555","SAW"
"68_bin.34","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4421","UBA4421 sp002390555","SAW"
"74_bin.17","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4421","Genus_UBA4421","SAW"
"35_bin.60","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4421","UBA4421 sp002704225","Neritic"
"36_bin.79","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4421","UBA4421 sp002704225","Neritic"
"37_bin.42","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4421","UBA4421 sp002704225","STW"
"70_bin.3","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4421","UBA4421 sp002704225","STW"
"56_bin.20","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4582","Genus_UBA4582","STW"
"9_bin.9","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA4582","Genus_UBA4582","Deep"
"1_bin.8","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA5682","UBA5682 sp002171735","STW"
"76_bin.32","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA5682","UBA5682 sp002171735","STW"
"17_bin.30","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA5682","Genus_UBA5682","SAW"
"18_bin.22","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA5682","Genus_UBA5682","SAW"
"23_bin.29","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA5682","Genus_UBA5682","Deep"
"3_bin.18","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA5682","Genus_UBA5682","Deep"
"34_bin.46","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA5682","Genus_UBA5682","Deep"
"46_bin.4","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA5682","Genus_UBA5682","SAW"
"5_bin.10","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA5682","Genus_UBA5682","SAW"
"51_bin.15","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA5682","Genus_UBA5682","Deep"
"77_bin.48","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA5682","Genus_UBA5682","SAW"
"80_bin.27","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA5682","Genus_UBA5682","Deep"
"35_bin.55","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillaceae","UBA5951","Genus_UBA5951","Neritic"
"36_bin.34","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillaceae","UBA5951","Genus_UBA5951","Neritic"
"18_bin.18","Bacteria","Proteobacteria","Alphaproteobacteria","UBA8366","UBA8366","UBA6544","Genus_UBA6544","SAW"
"19_bin.25","Bacteria","Proteobacteria","Alphaproteobacteria","UBA8366","UBA8366","UBA6544","Genus_UBA6544","SAW"
"23_bin.52","Bacteria","Proteobacteria","Alphaproteobacteria","UBA8366","UBA8366","UBA6544","Genus_UBA6544","Deep"
"60_bin.34","Bacteria","Proteobacteria","Alphaproteobacteria","UBA8366","UBA8366","UBA6544","Genus_UBA6544","SAW"
"79_bin.16","Bacteria","Proteobacteria","Alphaproteobacteria","UBA8366","UBA8366","UBA6544","Genus_UBA6544","SAW"
"41_bin.84","Bacteria","Proteobacteria","Alphaproteobacteria","Nisaeales","Nisaeaceae","UBA7326","Genus_UBA7326","SAW"
"41_bin.18","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","UBA7377","Genus_UBA7377","SAW"
"42_bin.57","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","UBA7434","UBA7434","UBA7434 sp002726445","SAW"
"1_bin.4","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA868","Genus_UBA868","STW"
"21_bin.6","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA868","Genus_UBA868","STW"
"76_bin.34","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA868","Genus_UBA868","STW"
"45_bin.9","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353","LS-SOB","UBA868","UBA868 sp002295285","Front"
"13_bin.15","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","UBA9145","UBA9145 sp002457215","STW"
"15_bin.8","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","UBA9145","Genus_UBA9145","Front"
"34_bin.20","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","UBA9145","Genus_UBA9145","Deep"
"43_bin.37","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","UBA9145","Genus_UBA9145","Deep"
"51_bin.52","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","UBA9145","Genus_UBA9145","Deep"
"63_bin.15","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","UBA9145","Genus_UBA9145","SAW"
"79_bin.30","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","UBA9145","Genus_UBA9145","SAW"
"80_bin.19","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","UBA9145","Genus_UBA9145","Deep"
"61_bin.27","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","UBA9145","UBA9145 sp002694855","Deep"
"23_bin.3","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA9659","Genus_UBA9659","Deep"
"34_bin.11","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA9659","Genus_UBA9659","Deep"
"43_bin.5","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","UBA9659","Genus_UBA9659","Deep"
"35_bin.13","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SG8-40","Family_SG8-40","Family_SG8-40","Neritic"
"38_bin.52","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","AG-422-B15","Family_AG-422-B15","Family_AG-422-B15","Front"
"39_bin.34","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","AG-422-B15","Family_AG-422-B15","Family_AG-422-B15","SAW"
"40_bin.47","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","AG-422-B15","Family_AG-422-B15","Family_AG-422-B15","SAW"
"42_bin.3","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","AG-422-B15","Family_AG-422-B15","Family_AG-422-B15","SAW"
"53_bin.10","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","AG-422-B15","Family_AG-422-B15","Family_AG-422-B15","SAW"
"54_bin.14","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","AG-422-B15","Family_AG-422-B15","Family_AG-422-B15","SAW"
"7_bin.34","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","AG-422-B15","Family_AG-422-B15","Family_AG-422-B15","STW"
"8_bin.2","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","AG-422-B15","Family_AG-422-B15","Family_AG-422-B15","SAW"
"27_bin.9","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","Family_D2472","Family_D2472","SAW"
"28_bin.30","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","Family_D2472","Family_D2472","SAW"
"29_bin.34","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","Family_D2472","Family_D2472","SAW"
"30_bin.36","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","Family_D2472","Family_D2472","SAW"
"40_bin.41","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","Family_D2472","Family_D2472","SAW"
"67_bin.37","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","Family_D2472","Family_D2472","STW"
"51_bin.53","Bacteria","Proteobacteria","Alphaproteobacteria","MC1","Order_MC1","Order_MC1","Order_MC1","Deep"
"23_bin.9","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","Family_SAR86","Family_SAR86","Deep"
"3_bin.6","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","Family_SAR86","Family_SAR86","Deep"
"34_bin.15","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","Family_SAR86","Family_SAR86","Deep"
"43_bin.27","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","Family_SAR86","Family_SAR86","Deep"
"47_bin.20","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","Family_SAR86","Family_SAR86","Deep"
"51_bin.23","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","Family_SAR86","Family_SAR86","Deep"
"61_bin.21","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","Family_SAR86","Family_SAR86","Deep"
"65_bin.3","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","Family_SAR86","Family_SAR86","STW"
"80_bin.46","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","Family_SAR86","Family_SAR86","Deep"
"82_bin.26","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","Family_SAR86","Family_SAR86","SAW"
"68_bin.13","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","Family_SAR86","Family_SAR86","SAW"
"24_bin.39","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","Family_SAR86","Family_SAR86","STW"
"35_bin.26","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","SAR86","Family_SAR86","Family_SAR86","Neritic"
"67_bin.12","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","D2472","Family_D2472","Family_D2472","STW"
"77_bin.34","Bacteria","Proteobacteria","Alphaproteobacteria","Bin95","Bin95","Family_Bin95","Family_Bin95","SAW"
